@relation 'nyc_listings - cleaned-weka.filters.unsupervised.attribute.Remove-R1-4'

@attribute room_type {'Hotel room','Private room','Entire home/apt','Shared room'}
@attribute number_of_reviews numeric
@attribute days_since_last_review numeric
@attribute reviews_per_month numeric
@attribute calculated_host_listings_count numeric
@attribute availability_365 numeric
@attribute number_of_reviews_ltm numeric
@attribute dist_from_subway_in_miles numeric
@attribute dist_from_airport_in_miles numeric
@attribute dist_from_city_center numeric
@attribute price numeric

@data
'Entire home/apt',346,44802,4.57,2,256,74,1.687173,5.585806,2.120222,125
'Private room',53,42010,0.44,1,365,0,1.416838,5.880883,1.993472,101
'Entire home/apt',21,44742,0.3,1,130,1,1.519116,5.979933,2.261189,130
'Entire home/apt',205,44774,2.43,1,288,2,1.523551,7.191593,4.208732,115
'Entire home/apt',0,44880,0,1,178,0,1.289813,6.807118,2.208714,480
'Entire home/apt',4,43923,0.09,7,365,0,1.595069,7.280198,3.98323,89
'Private room',31,44651,0.41,2,260,2,2.07378,6.77068,4.41147,42
'Entire home/apt',82,44807,5.06,3,71,61,1.499951,7.28456,2.4334,203
'Entire home/apt',231,44785,3.93,2,190,27,1.390844,7.317121,4.13147,118
'Entire home/apt',15,44500,0.24,1,332,1,1.380736,5.339701,2.238059,132
'Entire home/apt',23,44801,5.04,1,71,23,0.814987,8.73415,12.838897,196
'Entire home/apt',0,44880,0,1,62,0,1.212503,5.524445,2.057595,90
'Entire home/apt',26,44808,0.77,1,328,17,1.423089,5.281873,2.296218,350
'Entire home/apt',116,44809,2.85,1,82,41,1.39373,5.886293,1.925223,218
'Entire home/apt',27,44806,3.33,1,271,27,1.681633,10.276386,13.413055,71
'Entire home/apt',102,44809,1.76,1,150,32,1.713238,7.11908,4.142976,174
'Entire home/apt',0,44880,0,131,316,0,1.675409,7.171293,4.08996,180
'Entire home/apt',66,44808,1.65,1,213,44,1.521098,7.128583,2.44842,175
'Entire home/apt',0,44880,0,131,347,0,1.668295,7.181843,4.078894,185
'Entire home/apt',0,44880,0,1,239,0,1.466076,7.412615,3.882815,200
'Entire home/apt',10,44774,0.76,1,215,7,1.291738,6.830506,2.212493,994
'Entire home/apt',101,44801,2.07,3,219,7,1.393572,5.931385,2.017758,130
'Entire home/apt',6,44785,3.67,3,4,6,1.570009,7.259675,4.038553,203
'Entire home/apt',77,44796,1.99,1,216,25,1.36116,6.209266,2.158614,90
'Entire home/apt',292,44805,2.54,1,256,45,1.2453,6.10908,1.926756,186
'Entire home/apt',169,44799,3.72,1,266,49,1.460353,6.118851,2.247238,183
'Entire home/apt',43,44810,9.85,1,286,43,1.506187,7.588528,2.638451,208
'Entire home/apt',7,44640,0.11,95,358,1,1.330902,7.85545,2.60004,325
'Private room',41,44675,0.36,5,355,2,1.715558,5.558585,2.177712,109
'Entire home/apt',43,44808,1.22,2,244,29,1.577369,7.446041,2.632233,269
'Entire home/apt',5,44744,0.27,1,105,3,1.229049,4.894642,4.739107,66
'Entire home/apt',18,44808,1.94,1,139,18,1.259552,4.93989,5.105558,130
'Entire home/apt',1,44511,0.1,25,365,1,1.119052,5.067324,5.021192,154
'Entire home/apt',29,44805,5.51,1,62,29,1.149378,5.019055,4.930518,375
'Entire home/apt',3,44803,0.95,1,311,3,1.55225,7.349158,2.542109,117
'Entire home/apt',0,44880,0,131,340,0,1.401211,7.830442,2.657273,275
'Private room',46,44669,0.36,4,353,5,1.734749,5.538343,2.181602,99
'Entire home/apt',0,44880,0,131,359,0,1.435862,7.674272,2.612352,275
'Private room',2,44377,0.13,4,356,0,1.719391,5.554328,2.137196,109
'Entire home/apt',1,44087,0.04,95,358,0,1.377431,7.762539,2.599582,325
'Entire home/apt',2,44780,1.58,1,206,2,1.729276,5.543759,2.17533,111
'Entire home/apt',142,44805,2.8,1,35,40,1.44212,5.85463,2.013303,140
'Private room',0,44880,0,1,235,0,1.469134,7.568346,2.5876,50
'Entire home/apt',1,44364,0.07,131,283,0,1.720675,7.126042,4.124797,150
'Entire home/apt',0,44880,0,131,318,0,1.673118,7.198568,4.048041,180
'Entire home/apt',18,44766,3.67,3,6,18,1.591796,7.26634,4.007968,218
'Entire home/apt',0,44880,0,131,346,0,1.641711,7.219487,4.040748,260
'Entire home/apt',0,44880,0,131,318,0,1.740824,7.129122,4.10305,260
'Entire home/apt',7,44796,0.68,2,30,7,1.823318,7.05586,4.153342,110
'Entire home/apt',3,44809,3,2,349,3,1.345918,7.344083,4.1332,156
'Entire home/apt',16,44795,0.27,1,243,3,1.435769,7.091403,2.363868,149
'Entire home/apt',1,44804,1,1,21,1,1.276786,4.901334,5.022019,167
'Entire home/apt',1,44796,1,1,285,1,1.203225,4.949403,4.800515,171
'Entire home/apt',46,44800,1.4,1,304,21,1.644433,7.39215,2.673731,519
'Entire home/apt',13,43332,0.14,79,358,0,1.377431,7.762539,2.599582,325
'Private room',40,44726,0.75,3,354,9,1.459271,5.817037,1.964694,97
'Entire home/apt',13,44783,0.77,1,311,10,1.307788,5.022206,5.516463,140
'Entire home/apt',50,44738,0.59,1,0,3,1.518583,5.820697,2.142918,55
'Entire home/apt',10,44661,0.56,4,53,3,1.579612,7.313997,2.55006,365
'Entire home/apt',55,44793,1.21,1,53,10,1.61991,7.650181,2.788486,305
'Entire home/apt',0,44880,0,1,112,0,1.538683,5.791646,2.149649,255
'Entire home/apt',0,44880,0,25,354,0,1.2071,4.976545,5.031185,183
'Private room',34,44798,2.68,3,93,33,1.7768,5.49689,2.228679,65
'Entire home/apt',8,44710,0.11,95,358,4,1.377431,7.762539,2.599582,325
'Private room',19,44792,0.33,2,48,5,1.734104,5.54343,2.215654,54
'Entire home/apt',0,44880,0,79,358,0,1.377431,7.762539,2.599582,325
'Entire home/apt',0,44880,0,25,365,0,1.260754,4.944687,5.125392,150
'Entire home/apt',3,44092,0.05,56,358,0,1.377376,7.762552,2.599534,378
'Private room',16,44681,0.41,1,354,9,1.369606,5.972938,2.01887,80
'Entire home/apt',78,44801,4.31,1,78,51,1.459097,7.968464,2.795857,198
'Entire home/apt',5,44792,0.93,1,209,5,1.385599,6.521742,2.271866,175
'Private room',11,44745,0.17,3,343,5,1.489703,5.790912,2.011187,119
'Private room',2,43540,0.05,1,362,0,1.57228,5.750198,2.168696,55
'Private room',0,44880,0,1,66,0,1.52482,5.755349,2.040332,85
'Entire home/apt',2,44800,2,1,150,2,1.55747,7.613076,2.705387,189
'Entire home/apt',0,44880,0,1,340,0,1.223477,7.051843,2.15201,165
'Entire home/apt',79,44767,0.88,1,109,4,1.549555,7.170855,2.475638,175
'Entire home/apt',0,44880,0,4,364,0,1.78746,7.049665,4.192725,292
'Entire home/apt',9,44744,1.14,1,190,9,1.631893,7.252584,2.569407,99
'Entire home/apt',33,44807,4.81,3,183,33,1.416687,7.411541,2.4276,158
'Entire home/apt',42,44779,0.64,1,257,1,1.431345,7.228579,4.245148,155
'Entire home/apt',145,43721,1.3,1,56,0,1.166558,7.510637,4.042802,135
'Entire home/apt',0,44880,0,131,325,0,1.62582,7.211732,4.067322,255
'Entire home/apt',33,44809,1.01,1,90,23,1.699596,7.070555,4.243112,313
'Private room',80,44805,4.6,3,45,56,1.357995,5.994163,2.019412,106
'Entire home/apt',122,44807,2.56,1,83,44,1.509317,7.713418,2.707783,208
'Entire home/apt',2,44136,0.08,56,358,0,1.377376,7.762552,2.599534,378
'Entire home/apt',0,44880,0,453,126,0,1.644666,7.973022,3.013482,357
'Entire home/apt',82,44788,2.37,3,278,24,1.45238,7.49687,2.525838,242
'Entire home/apt',0,44880,0,30,358,0,1.377376,7.762552,2.599534,378
'Entire home/apt',1,44682,0.23,56,358,1,1.377376,7.762552,2.599534,378
'Entire home/apt',16,44805,4.4,1,324,16,1.590974,7.427977,2.636289,220
'Entire home/apt',26,44810,1.49,3,215,9,1.444304,7.50579,2.522565,116
'Entire home/apt',0,44880,0,56,357,0,1.377376,7.762552,2.599534,522
'Entire home/apt',64,44780,4.38,1,16,51,1.542384,7.882561,2.818859,164
'Entire home/apt',14,44806,3.47,3,231,14,1.436521,7.491875,2.505021,248
'Entire home/apt',66,44806,2.84,2,268,41,1.440461,7.81152,2.686991,398
'Entire home/apt',1,42951,0.02,95,358,0,1.377431,7.762539,2.599582,325
'Entire home/apt',64,44794,2.08,1,81,30,1.512788,7.918981,2.808713,155
'Entire home/apt',55,44807,3.4,4,92,36,1.531229,7.41047,2.558621,170
'Entire home/apt',5,44629,0.08,79,358,1,1.377431,7.762539,2.599582,325
'Entire home/apt',139,44795,1.11,1,321,16,0.401257,5.962758,2.004055,240
'Entire home/apt',9,44577,0.12,95,353,3,1.377431,7.762539,2.599582,449
'Entire home/apt',139,44799,2.71,1,95,42,1.488721,7.636064,2.646364,189
'Entire home/apt',0,44880,0,131,345,0,1.316029,7.733353,2.521358,335
'Private room',4,44804,0.46,1,315,4,1.435702,6.137382,2.223565,80
'Private room',0,44880,0,3,104,0,1.545381,5.816286,2.189464,60
'Entire home/apt',0,44880,0,1,357,0,1.646403,7.466893,2.719375,222
'Entire home/apt',1,44771,0.73,1,68,1,1.438066,7.580763,2.561681,132
'Entire home/apt',9,43325,0.1,1,249,0,1.490609,7.303657,4.041865,375
'Entire home/apt',142,44809,5.88,1,22,84,1.478065,7.55854,2.591414,110
'Entire home/apt',107,44792,2.26,1,110,33,1.64595,7.813845,2.890025,202
'Entire home/apt',2,44416,0.04,56,357,0,1.377376,7.762552,2.599534,522
'Private room',66,44669,0.65,5,356,2,1.667743,5.605129,2.107114,109
'Entire home/apt',5,44471,0.06,95,358,1,1.377431,7.762539,2.599582,325
'Entire home/apt',3,44607,0.06,56,358,1,1.377376,7.762552,2.599534,378
'Entire home/apt',14,44801,0.9,1,10,12,1.419623,7.921377,2.717065,151
'Entire home/apt',0,44880,0,131,337,0,1.419373,7.724835,2.622419,225
'Private room',42,44714,0.33,4,355,1,1.606113,5.666745,2.052633,107
'Entire home/apt',0,44880,0,79,357,0,1.377431,7.762539,2.599582,449
'Private room',38,44809,5.67,3,55,38,1.262637,6.108564,1.957524,127
'Entire home/apt',0,44880,0,1,251,0,0.320055,9.08008,6.452952,142
'Entire home/apt',63,44735,1.33,1,345,19,1.373029,6.252084,2.189489,496
'Entire home/apt',23,44801,5.61,1,70,23,1.609219,7.729877,2.816061,149
'Entire home/apt',1,42923,0.02,131,289,0,1.73665,7.099146,4.155273,210
'Entire home/apt',79,43968,1.84,1,275,0,1.736568,7.067018,4.210861,182
'Entire home/apt',4,43423,0.08,7,365,0,1.529317,7.22522,4.147104,198
'Entire home/apt',44,44809,4.46,1,221,44,1.407328,7.700556,2.597194,176
'Entire home/apt',103,44798,3.15,1,285,49,1.463658,7.308019,2.4068,291
'Entire home/apt',83,44803,4.35,1,259,53,1.602753,7.59225,2.741387,245
'Entire home/apt',6,44801,5.29,5,186,6,1.514919,7.648647,2.680199,148
'Entire home/apt',0,44880,0,131,345,0,1.415435,7.82992,2.671063,265
'Entire home/apt',19,44808,7.04,3,43,19,1.498822,7.319387,2.458132,220
'Entire home/apt',3,42909,0.04,95,11,0,1.377431,7.762539,2.599582,325
'Entire home/apt',0,44880,0,1,365,0,1.366862,6.127591,2.128605,449
'Entire home/apt',133,44793,1.86,1,182,24,1.533856,7.306197,2.490521,135
'Entire home/apt',70,44806,1.97,2,76,33,1.49648,7.542053,2.601496,215
'Entire home/apt',11,44788,0.53,2,192,5,1.605554,7.358459,2.609305,163
'Entire home/apt',10,44796,2.52,1,93,10,1.583825,7.089026,2.511907,178
'Entire home/apt',3,44760,0.96,1,253,3,1.472036,7.062262,2.400455,168
'Entire home/apt',7,44805,1.35,2,153,7,1.48314,5.791315,1.972808,150
'Entire home/apt',20,44786,0.69,2,146,12,1.51634,5.766698,2.043058,145
'Private room',133,44773,0.99,1,154,1,0.439042,6.147713,1.62714,124
'Entire home/apt',340,44795,5,2,244,33,1.44977,7.252284,4.180953,115
'Entire home/apt',0,44880,0,131,359,0,1.645644,7.199488,4.069814,185
'Entire home/apt',0,44880,0,1,179,0,1.640392,6.95425,4.53224,2000
'Entire home/apt',138,44801,22.87,2,98,138,1.231496,7.493263,3.997459,289
'Entire home/apt',125,44792,1.77,1,199,22,1.348801,7.345733,2.293678,268
'Entire home/apt',0,44880,0,131,333,0,1.324201,7.824814,2.57816,335
'Entire home/apt',5,44786,2.14,5,252,5,1.399438,7.663745,2.568752,157
'Private room',22,44789,2.32,1,345,22,1.14132,5.105747,5.196497,90
'Entire home/apt',122,44804,3.14,1,31,49,1.644925,7.794333,2.880543,158
'Private room',79,44796,1.64,1,62,27,1.500289,5.909758,2.190835,73
'Entire home/apt',63,44801,2.03,1,24,47,1.515829,5.833808,2.15188,133
'Entire home/apt',16,44807,4.36,1,24,16,1.47384,6.018826,2.219002,185
'Entire home/apt',0,44880,0,56,358,0,1.377376,7.762552,2.599534,378
'Private room',1,43061,0.02,1,98,0,1.452253,6.023383,2.191317,62
'Entire home/apt',8,43256,0.08,79,353,0,1.377431,7.762539,2.599582,449
'Entire home/apt',0,44880,0,1,303,0,1.501574,7.503025,2.583715,95
'Entire home/apt',0,44880,0,30,357,0,1.377376,7.762552,2.599534,522
'Entire home/apt',3,44361,0.1,95,358,0,1.377431,7.762539,2.599582,325
'Entire home/apt',0,44880,0,79,358,0,1.377431,7.762539,2.599582,325
'Entire home/apt',0,44880,0,453,3,0,1.644666,7.973022,3.013482,304
'Entire home/apt',1,44109,0.04,95,350,0,1.377431,7.762539,2.599582,325
'Entire home/apt',130,44807,3.65,2,281,50,1.510909,7.800192,2.751291,388
'Entire home/apt',2,44645,0.08,56,358,1,1.377376,7.762552,2.599534,378
'Entire home/apt',0,44880,0,79,358,0,1.377431,7.762539,2.599582,325
'Private room',15,44802,1.18,3,3,13,1.691913,5.583597,2.166665,70
'Entire home/apt',15,44786,0.61,2,132,9,1.523495,7.392261,2.537896,159
'Entire home/apt',8,44536,0.14,95,358,2,1.377431,7.762539,2.599582,325
'Private room',9,44798,3.25,3,18,9,1.208322,6.150874,1.900754,112
'Entire home/apt',26,44787,0.45,1,212,1,1.74594,6.937463,4.423261,130
'Private room',154,44786,1.53,1,71,6,1.467825,6.423931,2.342282,200
'Entire home/apt',25,44802,4.75,2,237,25,1.81919,5.45608,2.210103,246
'Entire home/apt',235,44796,4.56,1,151,55,1.628262,5.687206,2.207826,159
'Entire home/apt',4,44800,0.42,1,288,4,1.332391,7.187991,2.25767,175
'Private room',108,44788,1.7,1,77,23,1.512949,5.85351,2.165992,73
'Entire home/apt',105,44794,2.78,3,256,36,1.545528,7.554919,2.661202,234
'Entire home/apt',66,44806,4.05,3,70,41,1.507127,7.303866,2.456687,275
'Entire home/apt',153,44797,2.07,2,106,47,1.461813,5.929567,2.143579,234
'Private room',3,44704,0.44,1,90,3,1.18011,4.979482,4.805856,250
'Entire home/apt',2,44793,2,4,139,2,1.542273,7.313285,2.505601,168
'Entire home/apt',11,44809,0.64,1,29,9,1.524811,7.218894,2.448903,243
'Entire home/apt',16,44793,0.36,1,131,7,1.571542,6.96213,2.499568,271
'Entire home/apt',0,44880,0,3,311,0,1.597537,7.169859,2.523698,145
'Entire home/apt',35,44796,2.11,3,6,23,1.5842,7.226269,4.082308,192
'Entire home/apt',5,44737,0.55,2,30,5,1.797436,7.067397,4.155465,180
'Private room',49,44754,0.8,1,31,2,1.573012,7.242985,2.496054,100
'Entire home/apt',0,44880,0,1,312,0,1.031782,6.559521,1.886507,350
'Entire home/apt',24,44806,3.48,1,142,24,1.936015,6.862173,4.376119,206
'Entire home/apt',0,44880,0,2,298,0,1.3727,7.509916,3.810301,200
'Entire home/apt',89,44801,1.53,1,63,17,1.689909,5.591425,2.191201,110
'Entire home/apt',64,44768,1.45,3,68,6,1.354325,6.015149,2.033222,105
'Entire home/apt',148,44808,1.74,2,241,32,1.470587,5.874641,2.108187,128
'Entire home/apt',193,44807,3.12,3,328,13,1.374108,5.975467,2.030383,122
'Entire home/apt',9,44446,0.17,1,348,1,1.378722,5.898428,1.899118,279
'Entire home/apt',205,44805,3.46,1,95,37,1.533665,7.416186,2.565054,165
'Entire home/apt',0,44880,0,453,331,0,1.465662,7.564339,3.667014,230
'Entire home/apt',15,44685,0.44,95,364,1,1.564196,7.580027,3.592258,499
'Private room',0,44880,0,4,265,0,0.166647,4.783386,3.261898,80
'Private room',0,44880,0,7,270,0,0.142189,4.95038,3.156014,85
'Entire home/apt',1,43440,0.02,30,363,0,1.564287,7.579923,3.592341,534
'Entire home/apt',1,44497,0.1,56,338,1,1.564287,7.579923,3.592341,417
'Private room',1,44780,0.94,5,269,1,0.159634,4.728642,3.285015,235
'Private room',0,44880,0,7,307,0,0.136451,4.941105,3.162604,85
'Entire home/apt',6,44121,0.22,56,364,0,1.564287,7.579923,3.592341,580
'Entire home/apt',0,44880,0,79,364,0,1.564196,7.580027,3.592258,499
'Private room',1,43697,0.03,1,88,0,0.897724,5.18112,4.392471,175
'Entire home/apt',20,44661,0.3,2,288,2,0.346032,9.401983,6.305511,301
'Private room',13,44395,0.17,3,249,0,0.525049,7.096269,8.310249,44
'Entire home/apt',13,44773,0.63,2,249,8,1.602161,5.68796,2.138351,179
'Entire home/apt',1,44758,0.56,1,106,1,0.048186,8.810387,6.076432,279
'Entire home/apt',12,44687,0.23,2,179,2,1.508664,5.889678,2.189251,314
'Entire home/apt',1,44697,0.26,1,351,1,1.443789,5.830529,1.936975,297
'Entire home/apt',83,44681,1.11,3,140,3,1.844379,5.428623,2.263379,125
'Entire home/apt',20,44809,2.41,1,283,20,1.58957,5.683986,2.058106,285
'Private room',129,43829,1.35,1,328,0,0.13104,4.952865,3.166951,108
'Entire home/apt',1,42538,0.01,95,365,0,1.564196,7.580027,3.592258,329
'Entire home/apt',24,44803,0.72,1,198,19,1.782684,5.49364,2.175181,179
'Entire home/apt',8,44793,0.16,1,267,3,1.728843,7.190523,4.018285,150
'Entire home/apt',0,44880,0,79,342,0,1.564196,7.580027,3.592258,359
'Entire home/apt',3,43908,0.09,95,181,0,1.564196,7.580027,3.592258,499
'Entire home/apt',42,44801,1.11,1,127,20,1.452384,6.212234,2.271304,285
'Entire home/apt',1,44754,0.52,2,275,1,1.504319,5.855447,2.15219,250
'Entire home/apt',113,44516,1.02,5,348,2,1.786701,5.486163,2.216073,197
'Entire home/apt',2,44784,1.4,1,159,2,0.221016,9.757845,6.590989,280
'Entire home/apt',5,42545,0.05,79,365,0,1.564196,7.580027,3.592258,329
'Entire home/apt',6,44325,0.08,131,318,0,1.685828,7.207912,4.023574,250
'Entire home/apt',16,43653,0.2,79,363,0,1.564196,7.580027,3.592258,459
'Entire home/apt',0,44880,0,30,365,0,1.564287,7.579923,3.592341,383
'Entire home/apt',0,44880,0,79,365,0,1.564196,7.580027,3.592258,329
'Entire home/apt',0,44880,0,73,281,0,0.613406,5.923383,1.306514,320
'Entire home/apt',5,44131,0.11,95,364,0,1.564196,7.580027,3.592258,499
'Entire home/apt',6,44760,0.47,48,203,5,0.029499,5.019338,2.909143,65
'Private room',39,44810,0.29,1,64,4,0.040637,4.98718,2.969659,125
'Entire home/apt',3,44026,0.08,56,363,0,1.564287,7.579923,3.592341,534
'Entire home/apt',2,43708,0.03,95,363,0,1.564196,7.580027,3.592258,459
'Entire home/apt',0,44880,0,73,315,0,0.611454,5.898502,1.285431,205
'Entire home/apt',179,44794,3.49,1,85,61,1.489049,5.876011,2.144114,204
'Entire home/apt',0,44880,0,1,123,0,0.623977,5.915556,1.315064,375
'Entire home/apt',1,44156,0.05,56,361,0,1.564287,7.579923,3.592341,580
'Private room',0,44880,0,20,99,0,0.117259,6.733972,0.473553,54
'Entire home/apt',0,44880,0,30,338,0,0.607302,5.906716,1.286042,305
'Entire home/apt',0,44880,0,56,363,0,1.564287,7.579923,3.592341,534
'Entire home/apt',1,43451,0.02,56,364,0,1.564287,7.579923,3.592341,580
'Entire home/apt',0,44880,0,48,320,0,0.036716,5.029334,2.901567,80
'Entire home/apt',0,44880,0,48,156,0,0.035544,5.014026,2.904631,85
'Entire home/apt',1,43258,0.02,56,365,0,1.564287,7.579923,3.592341,383
'Private room',81,44796,4.71,3,72,53,0.142823,5.027639,2.797098,105
'Entire home/apt',0,44880,0,79,363,0,1.564196,7.580027,3.592258,459
'Private room',134,44797,4.09,3,64,62,0.146731,5.042299,2.791647,102
'Entire home/apt',1,43856,0.03,95,363,0,1.564196,7.580027,3.592258,459
'Entire home/apt',0,44880,0,12,311,0,0.609079,5.905492,1.287561,305
'Entire home/apt',6,43831,0.08,79,363,0,1.564196,7.580027,3.592258,459
'Entire home/apt',5,43884,0.15,95,364,0,1.564196,7.580027,3.592258,499
'Entire home/apt',11,44533,0.14,95,364,1,1.564196,7.580027,3.592258,499
'Entire home/apt',2,43279,0.04,79,363,0,1.564196,7.580027,3.592258,459
'Entire home/apt',1,44550,0.11,56,363,1,1.564287,7.579923,3.592341,534
'Entire home/apt',4,44562,0.24,48,123,2,0.026914,5.025318,2.911252,85
'Entire home/apt',1,43833,0.03,79,364,0,1.564196,7.580027,3.592258,499
'Private room',3,44559,0.32,41,75,3,0.125898,4.969322,3.172702,60
'Entire home/apt',12,43098,0.15,79,363,0,1.564196,7.580027,3.592258,459
'Entire home/apt',0,44880,0,79,363,0,1.564196,7.580027,3.592258,459
'Entire home/apt',4,44080,0.11,56,365,0,1.564287,7.579923,3.592341,383
'Entire home/apt',2,44779,1.54,2,17,2,1.706211,7.203446,4.015204,137
'Private room',2,44560,0.13,7,130,1,0.116762,4.958928,3.181207,85
'Entire home/apt',0,44880,0,56,364,0,1.47799,7.486681,3.764836,599
'Private room',7,44675,0.7,41,83,7,0.125022,4.969011,3.173564,61
'Entire home/apt',17,44809,1.14,1,5,9,0.095218,4.979804,2.861873,250
'Entire home/apt',0,44880,0,56,365,0,1.564287,7.579923,3.592341,383
'Entire home/apt',1,44165,0.05,95,365,0,1.564196,7.580027,3.592258,329
'Entire home/apt',0,44880,0,1,87,0,1.385319,7.554392,3.734554,394
'Entire home/apt',1,43098,0.02,95,365,0,1.564196,7.580027,3.592258,329
'Entire home/apt',7,44073,0.1,95,365,0,1.564196,7.580027,3.592258,329
'Entire home/apt',3,43819,0.05,95,338,0,1.564196,7.580027,3.592258,359
'Entire home/apt',1,43914,0.03,95,365,0,1.564196,7.580027,3.592258,329
'Entire home/apt',25,44569,0.38,95,363,1,1.564196,7.580027,3.592258,459
'Entire home/apt',27,44780,0.74,1,136,12,1.818043,5.455257,2.261225,149
'Entire home/apt',9,44807,3.75,1,296,9,0.107075,4.65714,3.286865,150
'Entire home/apt',7,44003,0.2,95,363,0,1.564196,7.580027,3.592258,459
'Entire home/apt',131,44795,1.58,2,245,4,0.176703,4.765328,3.288518,189
'Entire home/apt',20,43338,0.2,79,365,0,1.564196,7.580027,3.592258,329
'Entire home/apt',0,44880,0,453,0,0,1.465662,7.564339,3.667014,368
'Entire home/apt',0,44880,0,30,365,0,1.564287,7.579923,3.592341,383
'Entire home/apt',2,44803,2,1,43,2,1.399053,7.53221,3.756321,210
'Entire home/apt',143,44794,1.66,1,333,24,1.422187,6.319925,2.267921,197
'Entire home/apt',14,44785,1.11,1,105,12,0.126998,4.915388,3.177926,250
'Entire home/apt',0,44880,0,79,342,0,1.564196,7.580027,3.592258,359
'Entire home/apt',203,44762,1.87,2,85,5,0.17358,4.946177,3.106858,140
'Entire home/apt',1,43773,0.03,95,363,0,1.564196,7.580027,3.592258,459
'Entire home/apt',0,44880,0,56,364,0,1.564287,7.579923,3.592341,580
'Entire home/apt',7,44371,0.21,95,364,0,1.564196,7.580027,3.592258,499
'Entire home/apt',2,43849,0.06,95,365,0,1.564196,7.580027,3.592258,329
'Entire home/apt',5,44515,0.3,12,33,2,0.350503,4.562054,2.774744,225
'Entire home/apt',0,44880,0,79,364,0,1.564196,7.580027,3.592258,499
'Entire home/apt',4,44167,0.12,56,365,0,1.564287,7.579923,3.592341,383
'Entire home/apt',95,44803,1.77,1,4,28,1.428482,5.860578,1.983794,288
'Entire home/apt',5,44748,0.65,1,331,5,1.507349,7.405894,3.860333,170
'Entire home/apt',4,43758,0.05,79,365,0,1.564196,7.580027,3.592258,329
'Entire home/apt',0,44880,0,131,332,0,1.673827,7.227328,4.003096,295
'Entire home/apt',0,44880,0,453,0,0,1.465662,7.564339,3.667014,266
'Entire home/apt',18,44563,0.19,1,343,4,1.687647,5.58521,2.126449,200
'Entire home/apt',2,44801,0.06,1,31,1,0.196569,5.865801,0.928336,420
'Entire home/apt',0,44880,0,2,285,0,1.422187,7.496479,3.791015,250
