@relation 'dc_listings - full-weka.filters.unsupervised.attribute.Remove-R1-5,10-18,22-30,32-34-weka.filters.unsupervised.instance.RemovePercentage-P70.0-V'

@attribute neighbourhood_cleansed {'Historic Anacostia','Cathedral Heights, McLean Gardens, Glover Park','Edgewood, Bloomingdale, Truxton Circle, Eckington','Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View','River Terrace, Benning, Greenway, Dupont Park','Fairfax Village, Naylor Gardens, Hillcrest, Summit Park','Near Southeast, Navy Yard','Dupont Circle, Connecticut Avenue/K Street','Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill','Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir','Takoma, Brightwood, Manor Park','Friendship Heights, American University Park, Tenleytown','Brightwood Park, Crestwood, Petworth','Colonial Village, Shepherd Park, North Portal Estates','Georgetown, Burleith/Hillandale','Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace','Capitol Hill, Lincoln Park','Ivy City, Arboretum, Trinidad, Carver Langston','Shaw, Logan Circle','Union Station, Stanton Park, Kingman Park','Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street','Howard University, Le Droit Park, Cardozo/Shaw','Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights','North Michigan Park, Michigan Park, University Heights','North Cleveland Park, Forest Hills, Van Ness','Douglas, Shipley Terrace','West End, Foggy Bottom, GWU','Congress Heights, Bellevue, Washington Highlands','Kalorama Heights, Adams Morgan, Lanier Heights','Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point','Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont','Woodridge, Fort Lincoln, Gateway','Mayfair, Hillbrook, Mahaning Heights','Eastland Gardens, Kenilworth','Brookland, Brentwood, Langdon','Capitol View, Marshall Heights, Benning Heights','Hawthorne, Barnaby Woods, Chevy Chase','Woodland/Fort Stanton, Garfield Heights, Knox Hill','Sheridan, Barry Farm, Buena Vista'}
@attribute latitude numeric
@attribute longitude numeric
@attribute room_type {'Private room','Entire home/apt','Hotel room','Shared room'}
@attribute availability_365 numeric
@attribute number_of_reviews numeric
@attribute number_of_reviews_ltm numeric
@attribute calculated_host_listings_count numeric
@attribute reviews_per_month numeric
@attribute days_since_last_review numeric
@attribute dist_from_subway_in_miles numeric
@attribute dist_from_airport_in_miles numeric
@attribute dist_from_city_center numeric
@attribute price numeric

@data
'Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street',38.90446,-77.02751,'Private room',332,69,16,6,0.97,255,0.326546,3.65296,0.532371,59
'Edgewood, Bloomingdale, Truxton Circle, Eckington',38.91793,-77.01422,'Entire home/apt',133,66,15,1,0.97,198,0.510263,4.709613,1.411753,160
'Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View',38.92742,-77.02941,'Shared room',179,64,6,18,0.97,296,0.169223,5.215606,1.450556,46
'Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View',38.92742,-77.02941,'Shared room',179,64,7,18,0.97,55,0.169223,5.215606,1.450556,46
'Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View',38.92675,-77.02944,'Private room',319,53,13,2,0.97,66,0.181556,5.169407,1.4057,70
'Cathedral Heights, McLean Gardens, Glover Park',38.91962,-77.07792,'Entire home/apt',334,41,17,3,0.97,342,1.403251,5.123457,2.336868,117
'Near Southeast, Navy Yard',38.87794,-76.99364,'Entire home/apt',301,41,10,37,0.97,49,0.478306,2.937902,3.054989,216
'Howard University, Le Droit Park, Cardozo/Shaw',38.91508,-77.02846,'Entire home/apt',365,29,9,156,0.97,111,0.142606,4.373109,0.704079,214
'Howard University, Le Droit Park, Cardozo/Shaw',38.91911,-77.0333,'Entire home/apt',0,19,9,3,0.97,-1,0.339921,4.629559,0.843649,434
'Shaw, Logan Circle',38.90973,-77.02266,'Private room',27,18,3,39,0.97,157,0.23009,4.055547,0.774646,103
'Capitol Hill, Lincoln Park',38.88504,-77.00569,'Entire home/apt',365,16,11,156,0.97,51,0.029135,2.836118,2.252578,294
'Union Station, Stanton Park, Kingman Park',38.90658,-77.0066,'Entire home/apt',358,3,3,29,0.97,51,0.192055,4.104553,1.60647,285
'Takoma, Brightwood, Manor Park',38.98309,-77.02493,'Private room',100,604,105,1,7.11,44,0.601296,9.063603,5.274701,81
'Dupont Circle, Connecticut Avenue/K Street',38.90846,-77.04762,'Entire home/apt',139,305,47,1,3.65,92,0.236391,3.924241,0.574773,141
'Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street',38.90095,-77.02678,'Entire home/apt',101,249,33,1,3.65,78,0.193969,3.41995,0.688229,298
'Edgewood, Bloomingdale, Truxton Circle, Eckington',38.92729,-76.99823,'Entire home/apt',76,66,43,1,3.65,-1,0.44619,5.593917,2.474282,127
'Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill',38.944145,-77.005689,'Entire home/apt',358,9,9,2,3.65,49,0.563074,6.573784,3.038886,186
'Capitol Hill, Lincoln Park',38.88345,-76.99025,'Entire home/apt',145,135,10,1,1.56,-1,0.293337,3.31706,2.966228,121
'Sheridan, Barry Farm, Buena Vista',38.86049,-76.98983,'Private room',0,73,3,2,1.56,143,0.340014,2.602164,4.075689,83
'Shaw, Logan Circle',38.91253,-77.02379,'Entire home/apt',118,60,29,79,1.56,52,0.119269,4.234315,0.786157,104
'Capitol Hill, Lincoln Park',38.88963,-76.99533,'Entire home/apt',43,32,8,1,1.56,78,0.346838,3.427524,2.514732,185
'Capitol Hill, Lincoln Park',38.8801,-76.98379,'Entire home/apt',0,15,15,1,1.56,37,0.121325,3.448982,3.379319,85
'Edgewood, Bloomingdale, Truxton Circle, Eckington',38.90903,-77.01004,'Entire home/apt',132,14,14,2,1.56,70,0.396837,4.19275,1.429169,249
'Congress Heights, Bellevue, Washington Highlands',38.82055,-76.9959,'Private room',145,7,7,1,1.56,37,1.776629,3.105866,6.361492,71
'Colonial Village, Shepherd Park, North Portal Estates',38.99059,-77.02229,'Entire home/apt',310,107,14,1,1.56,47,0.517753,9.590636,5.805779,130
'Shaw, Logan Circle',38.90713,-77.01687,'Entire home/apt',251,438,61,2,5.19,72,0.271622,3.954261,1.061601,395
'Dupont Circle, Connecticut Avenue/K Street',38.91178,-77.03606,'Entire home/apt',0,91,62,2,5.19,80,0.417766,4.118834,0.319141,70
'Shaw, Logan Circle',38.90615,-77.01641,'Entire home/apt',183,621,63,2,7.06,-1,0.292561,3.896365,1.088384,190
'Kalorama Heights, Adams Morgan, Lanier Heights',38.91651,-77.04487,'Entire home/apt',347,530,78,1,6.03,94,0.482574,4.46052,0.768827,115
'Capitol Hill, Lincoln Park',38.88753,-76.99777,'Entire home/apt',43,93,74,1,6.03,102,0.220919,3.23333,2.478526,113
'Congress Heights, Bellevue, Washington Highlands',38.83776,-77.00402,'Private room',359,47,47,15,6.03,79,0.986364,2.040792,5.098424,50
'Union Station, Stanton Park, Kingman Park',38.90558,-77.00084,'Private room',324,298,45,1,3.72,94,0.152677,4.175265,1.914446,73
'Union Station, Stanton Park, Kingman Park',38.89342,-76.9918,'Entire home/apt',121,256,52,1,3.72,72,0.646128,3.747788,2.572468,110
'Dupont Circle, Connecticut Avenue/K Street',38.90426,-77.03775,'Entire home/apt',227,136,51,20,3.72,94,0.126361,3.599041,0.207802,254
'Union Station, Stanton Park, Kingman Park',38.89847,-76.99753,'Entire home/apt',329,296,53,1,3.75,116,0.526185,3.843046,2.171817,261
'West End, Foggy Bottom, GWU',38.90332,-77.05329,'Entire home/apt',192,296,38,5,3.75,63,0.240804,3.62952,0.908989,150
'West End, Foggy Bottom, GWU',38.90282,-77.05185,'Entire home/apt',47,296,38,16,3.75,-1,0.167943,3.579165,0.84803,214
'Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir',38.91823,-77.09861,'Entire home/apt',322,17,17,2,3.75,105,2.028559,5.589561,3.358013,116
'Capitol Hill, Lincoln Park',38.891749,-76.98386,'Entire home/apt',328,9,9,1,3.75,289,0.499286,3.953006,3.006474,111
'Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont',38.859573,-76.932584,'Private room',318,5,5,3,3.75,199,1.077075,4.838276,6.431724,65
'West End, Foggy Bottom, GWU',38.90429,-77.05296,'Entire home/apt',200,151,48,1,1.73,37,0.285197,3.69085,0.874542,233
'Hawthorne, Barnaby Woods, Chevy Chase',38.96866,-77.05639,'Entire home/apt',165,143,20,79,1.73,87,1.64291,8.103432,4.364734,95
'Ivy City, Arboretum, Trinidad, Carver Langston',38.90116,-76.97458,'Entire home/apt',80,64,18,1,1.73,129,1.005423,4.759154,3.329149,180
'Ivy City, Arboretum, Trinidad, Carver Langston',38.90743,-76.98531,'Private room',339,16,16,11,1.73,-1,0.939193,4.720634,2.734316,43
'North Cleveland Park, Forest Hills, Van Ness',38.95355,-77.06855,'Entire home/apt',66,11,11,1,1.73,40,0.668656,7.188505,3.611371,129
'Kalorama Heights, Adams Morgan, Lanier Heights',38.913208,-77.050072,'Entire home/apt',308,18,18,1,1.73,50,0.431506,4.267158,0.811923,150
'Union Station, Stanton Park, Kingman Park',38.89314,-77.00069,'Entire home/apt',262,227,66,3,2.51,192,0.478882,3.444683,2.150403,179
'Edgewood, Bloomingdale, Truxton Circle, Eckington',38.9171,-77.00989,'Entire home/apt',0,193,2,1,2.51,62,0.684357,4.720935,1.58616,139
'Ivy City, Arboretum, Trinidad, Carver Langston',38.90578,-76.98276,'Entire home/apt',48,138,40,1,2.51,38,1.07735,4.711347,2.871092,94
'Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View',38.92647,-77.02754,'Entire home/apt',293,145,30,2,2.51,163,0.282208,5.159689,1.419159,109
'Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill',38.963036,-76.999519,'Entire home/apt',154,104,33,1,2.51,62,0.784546,7.917509,4.33224,83
'Ivy City, Arboretum, Trinidad, Carver Langston',38.90154,-76.98409,'Entire home/apt',308,66,31,1,2.51,-1,1.072411,4.439553,2.826045,278
'Dupont Circle, Connecticut Avenue/K Street',38.90942,-77.04912,'Entire home/apt',365,69,9,156,2.51,41,0.302549,4.001149,0.665528,232
'Brightwood Park, Crestwood, Petworth',38.94916,-77.01625,'Private room',350,43,31,15,2.51,38,0.767235,6.792919,3.095196,72
'Brightwood Park, Crestwood, Petworth',38.95538,-77.01127,'Entire home/apt',365,29,29,3,2.51,59,0.5385,7.262658,3.591238,87
'Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View',38.92963,-77.03029,'Entire home/apt',32,20,20,1,2.51,-1,0.17193,5.363955,1.586825,177
'Georgetown, Burleith/Hillandale',38.90673,-77.05918,'Entire home/apt',106,90,3,1,1.02,59,0.628714,3.937678,1.181285,196
'Dupont Circle, Connecticut Avenue/K Street',38.90869,-77.04576,'Entire home/apt',282,64,4,7,1.02,107,0.13935,3.928025,0.480703,140
'Georgetown, Burleith/Hillandale',38.91011,-77.05508,'Entire home/apt',333,78,8,32,1.02,81,0.619136,4.107349,0.984239,143
'West End, Foggy Bottom, GWU',38.89763,-77.04762,'Entire home/apt',30,71,1,1,1.02,44,0.254788,3.185287,0.871115,80
'Capitol Hill, Lincoln Park',38.8919,-76.99892,'Entire home/apt',312,71,9,5,1.02,-1,0.524904,3.43007,2.272978,153
'Takoma, Brightwood, Manor Park',38.96723,-77.03212,'Entire home/apt',320,2,2,1,1.02,107,0.958833,7.949467,4.14981,635
'Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights',38.89965,-76.93504,'Private room',0,69,0,1,1.02,-1,0.589118,6.353516,5.423657,28
'Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View',38.92742,-77.02941,'Shared room',179,69,4,18,1.02,-1,0.169223,5.215606,1.450556,48
'North Michigan Park, Michigan Park, University Heights',38.94417,-76.99844,'Entire home/apt',60,33,15,4,1.02,37,0.566547,6.684866,3.265308,80
'Near Southeast, Navy Yard',38.87602,-76.99419,'Entire home/apt',311,18,10,37,1.02,-1,0.578496,2.835688,3.12292,133
'Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill',38.956158,-76.996902,'Entire home/apt',79,3,3,2,1.02,44,0.408872,7.498484,3.988173,263
'Brightwood Park, Crestwood, Petworth',38.94131,-77.01982,'Entire home/apt',319,3,3,1,1.02,292,0.329392,6.227983,2.521675,165
'Edgewood, Bloomingdale, Truxton Circle, Eckington',38.91585,-77.01159,'Entire home/apt',358,21,21,1,2.06,65,0.570994,4.611241,1.468218,175
'Edgewood, Bloomingdale, Truxton Circle, Eckington',38.91047,-77.01141,'Entire home/apt',107,33,26,9,2.06,-1,0.504122,4.261694,1.369682,262
'Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View',38.92239,-77.02789,'Entire home/apt',149,136,37,1,2.06,-1,0.371787,4.877782,1.151768,119
'Capitol Hill, Lincoln Park',38.88345,-76.98013,'Entire home/apt',311,118,31,2,2.06,44,0.277041,3.740071,3.426141,301
'Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View',38.91957,-77.03536,'Entire home/apt',0,49,19,3,2.06,135,0.452566,4.657077,0.857424,273
'Capitol Hill, Lincoln Park',38.88527,-77.00421,'Entire home/apt',309,34,18,156,2.06,-1,0.051267,2.896246,2.300322,268
'Brightwood Park, Crestwood, Petworth',38.95352,-77.02235,'Entire home/apt',83,24,24,2,2.06,-1,1.073832,7.045093,3.287796,119
'Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View',38.93375,-77.02499,'Entire home/apt',147,21,21,1,2.06,44,0.267319,5.673961,1.937651,194
'Capitol Hill, Lincoln Park',38.88574,-76.98384,'Entire home/apt',89,188,27,1,2.23,87,0.320627,3.679063,3.178199,89
'Brightwood Park, Crestwood, Petworth',38.94813,-77.02496,'Entire home/apt',344,163,19,2,2.23,-1,0.741698,6.660369,2.894201,75
'Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View',38.936611,-77.032394,'Private room',343,120,51,2,2.23,-1,0.476797,5.838028,2.043363,69
'Edgewood, Bloomingdale, Truxton Circle, Eckington',38.91659,-77.01373,'Entire home/apt',51,17,17,31,2.23,154,0.483788,4.627564,1.388451,546
'Brightwood Park, Crestwood, Petworth',38.94818,-77.02564,'Entire home/apt',225,9,9,2,2.23,172,0.749822,6.660246,2.88991,242
'Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights',38.89405,-76.91092,'Entire home/apt',36,9,9,16,2.23,45,0.319275,6.198097,6.738309,82
'Colonial Village, Shepherd Park, North Portal Estates',38.99249,-77.02403,'Entire home/apt',338,18,18,1,2.23,49,0.384059,9.713954,5.924409,178
'Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View',38.93088,-77.02497,'Private room',0,42,1,7,0.68,-1,0.453228,5.477511,1.751995,58
'Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street',38.899914,-77.03313,'Entire home/apt',362,57,44,29,0.68,50,0.102028,3.308033,0.540986,364
'Capitol Hill, Lincoln Park',38.88981,-77.0011,'Private room',323,52,13,3,0.68,37,0.39095,3.24539,2.244975,110
'Capitol Hill, Lincoln Park',38.887472,-76.999219,'Entire home/apt',365,54,7,11,0.68,269,0.25981,3.180531,2.416881,389
'Howard University, Le Droit Park, Cardozo/Shaw',38.91683,-77.01583,'Private room',0,52,0,1,0.68,92,0.396556,4.614285,1.299447,70
'Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View',38.93293,-77.04321,'Entire home/apt',11,35,2,1,0.68,-1,0.664837,5.584919,1.806594,100
'Takoma, Brightwood, Manor Park',38.9624,-77.01721,'Entire home/apt',110,26,8,1,0.68,365,0.945752,7.687766,3.949177,450
'Historic Anacostia',38.86239,-76.98657,'Private room',168,26,3,6,0.68,68,0.468278,2.801206,4.083538,58
'Takoma, Brightwood, Manor Park',38.9553,-77.00845,'Entire home/apt',364,22,2,3,0.68,-1,0.4075,7.287563,3.645368,329
'Woodridge, Fort Lincoln, Gateway',38.93045,-76.97004,'Entire home/apt',345,19,1,4,0.68,327,1.312299,6.487262,3.889804,119
'Union Station, Stanton Park, Kingman Park',38.89357,-76.98944,'Entire home/apt',0,10,7,1,0.68,191,0.70818,3.837865,2.685446,140
'Ivy City, Arboretum, Trinidad, Carver Langston',38.90653,-76.97881,'Entire home/apt',364,13,0,2,0.68,58,1.283727,4.883213,3.079117,145
'Capitol Hill, Lincoln Park',38.89122,-76.99487,'Entire home/apt',55,11,8,10,0.68,112,0.458657,3.52679,2.485544,133
'Capitol Hill, Lincoln Park',38.88313,-76.99507,'Entire home/apt',0,6,6,96,0.68,41,0.114718,3.112604,2.77009,120
'Douglas, Shipley Terrace',38.83393,-76.9716,'Entire home/apt',180,45,0,1,0.68,44,0.52714,3.720731,6.126763,175
'Takoma, Brightwood, Manor Park',38.98198,-77.0077,'Entire home/apt',337,3,3,1,0.68,46,0.688352,9.101649,5.386911,93
'Colonial Village, Shepherd Park, North Portal Estates',38.98917,-77.02417,'Entire home/apt',340,54,9,2,0.68,-1,0.490834,9.484964,5.696029,100
'Capitol Hill, Lincoln Park',38.88337,-77.0075,'Entire home/apt',161,404,53,2,5.18,122,0.171424,2.686406,2.265306,145
'Eastland Gardens, Kenilworth',38.90724,-76.94329,'Private room',364,44,1,1,0.5,-1,0.43062,6.28579,4.961331,50
'North Michigan Park, Michigan Park, University Heights',38.94246,-76.97572,'Private room',256,44,1,2,0.5,-1,0.92755,7.047199,4.053796,56
'Brightwood Park, Crestwood, Petworth',38.95301,-77.03484,'Private room',0,40,0,1,0.5,39,1.231828,6.964436,3.162775,65
'Friendship Heights, American University Park, Tenleytown',38.94485,-77.07112,'Entire home/apt',319,38,2,1,0.5,-1,0.444494,6.640386,3.16831,200
'Capitol Hill, Lincoln Park',38.87925,-76.98816,'Hotel room',353,30,14,33,0.5,-1,0.19839,3.225288,3.223714,25
'Woodridge, Fort Lincoln, Gateway',38.92365,-76.96437,'Entire home/apt',314,25,2,2,0.5,35,1.682629,6.283076,4.008162,99
'West End, Foggy Bottom, GWU',38.90246,-77.0536,'Entire home/apt',0,24,0,6,0.5,73,0.21357,3.575601,0.943594,109
'Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights',38.9004,-76.92538,'Private room',40,23,3,1,0.5,53,0.750192,6.822223,5.929154,49
'Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View',38.93528,-77.04472,'Entire home/apt',215,22,8,1,0.5,81,0.707089,5.751477,1.981353,90
'Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point',38.8761,-77.01411,'Entire home/apt',133,20,10,17,0.5,49,0.181864,2.074877,2.462486,370
'Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street',38.899914,-77.03313,'Entire home/apt',356,16,2,29,0.5,55,0.102028,3.308033,0.540986,294
'Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View',38.93556,-77.03738,'Entire home/apt',52,17,2,1,0.5,40,0.590539,5.758765,1.957005,200
'Historic Anacostia',38.8658,-76.98126,'Entire home/apt',114,9,4,1,0.5,46,0.773042,3.136979,4.105642,242
'Edgewood, Bloomingdale, Truxton Circle, Eckington',38.92936,-77.00786,'Private room',58,3,3,1,0.5,38,0.754672,5.560542,2.169528,50
'River Terrace, Benning, Greenway, Dupont Park',38.8868,-76.95001,'Private room',275,3,3,2,0.5,420,0.68125,5.227916,4.815488,35
'Brookland, Brentwood, Langdon',38.92095,-76.98312,'Entire home/apt',364,2,2,1,0.5,53,0.679465,5.561987,3.004091,70
'Union Station, Stanton Park, Kingman Park',38.90477,-77.00556,'Entire home/apt',225,2,2,2,0.5,60,0.205601,4.013568,1.669461,163
'Georgetown, Burleith/Hillandale',38.895402,-77.0782,'Private room',52,12,4,1,0.5,-1,0.388437,3.67906,2.335388,85
'Georgetown, Burleith/Hillandale',38.89059,-77.07899,'Private room',303,18,15,1,0.5,121,0.432519,3.441364,2.507959,89
'Capitol Hill, Lincoln Park',38.88213,-76.99116,'Entire home/apt',0,95,0,1,1.09,74,0.305904,3.22132,2.978113,159
'Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View',38.92742,-77.02941,'Shared room',174,73,9,18,1.09,117,0.169223,5.215606,1.450556,49
'Capitol Hill, Lincoln Park',38.88891,-76.99989,'Entire home/apt',74,16,11,10,1.09,-1,0.360061,3.235141,2.332438,172
'Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights',38.91226,-76.93294,'Private room',317,7,7,11,1.09,-1,0.306783,6.932329,5.520931,59
'Union Station, Stanton Park, Kingman Park',38.89259,-76.99799,'Entire home/apt',312,208,31,8,2.38,192,0.559238,3.497738,2.295439,147
'Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View',38.92957,-77.04127,'Entire home/apt',139,163,21,1,2.38,65,0.477001,5.348783,1.56081,140
'Mayfair, Hillbrook, Mahaning Heights',38.8982,-76.94174,'Entire home/apt',281,62,38,1,2.38,38,0.274331,5.998557,5.081568,389
'Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont',38.87027,-76.9649,'Entire home/apt',131,54,36,1,2.38,132,1.305885,4.056829,4.588576,100
'Union Station, Stanton Park, Kingman Park',38.9023,-76.99277,'Entire home/apt',255,48,25,9,2.38,-1,0.63366,4.203296,2.363201,150
'Union Station, Stanton Park, Kingman Park',38.89829,-76.99536,'Entire home/apt',302,42,27,1,2.38,59,0.63999,3.897766,2.285847,160
'Union Station, Stanton Park, Kingman Park',38.901733,-76.999786,'Entire home/apt',247,37,25,16,2.38,89,0.403374,3.970596,2.002886,342
'Shaw, Logan Circle',38.90876,-77.02407,'Private room',161,36,23,18,2.38,-1,0.196339,3.975691,0.688457,95
'Hawthorne, Barnaby Woods, Chevy Chase',38.97927,-77.09398,'Entire home/apt',298,33,28,1,2.38,49,0.354162,9.267911,5.820749,179
'Hawthorne, Barnaby Woods, Chevy Chase',38.96845,-77.06763,'Entire home/apt',89,62,16,1,0.89,52,1.108791,8.183399,4.529218,352
'North Michigan Park, Michigan Park, University Heights',38.93971,-76.99267,'Private room',338,77,2,1,0.89,66,0.458689,6.49909,3.244554,34
'Capitol Hill, Lincoln Park',38.88886,-77.00077,'Entire home/apt',5,53,29,2,0.89,143,0.349374,3.203731,2.295254,200
'Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View',38.93054,-77.04347,'Entire home/apt',0,45,2,2,0.89,49,0.605215,5.421002,1.647675,398
'Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View',38.92988,-77.03681,'Private room',0,46,27,7,0.89,263,0.265655,5.367026,1.564927,49
'Takoma, Brightwood, Manor Park',38.96927,-77.03621,'Entire home/apt',269,47,5,1,0.89,38,1.065111,8.085114,4.282986,200
'Brightwood Park, Crestwood, Petworth',38.94216,-77.0245,'Entire home/apt',163,46,3,6,0.89,127,0.330119,6.253379,2.500163,110
'Capitol View, Marshall Heights, Benning Heights',38.87692,-76.93638,'Entire home/apt',109,19,11,1,0.89,52,0.976077,5.636284,5.7226,82
'Friendship Heights, American University Park, Tenleytown',38.94961,-77.09448,'Entire home/apt',159,8,8,1,0.89,66,0.790888,7.370592,4.228036,110
'Capitol View, Marshall Heights, Benning Heights',38.8883,-76.91251,'Private room',0,6,6,8,0.89,53,0.089068,5.866443,6.720415,50
'Dupont Circle, Connecticut Avenue/K Street',38.91373,-77.03463,'Entire home/apt',143,70,10,1,0.84,56,0.440568,4.255576,0.466356,200
'Union Station, Stanton Park, Kingman Park',38.89342,-77.00082,'Entire home/apt',293,69,11,19,0.84,-1,0.460957,3.456682,2.135584,425
'Capitol Hill, Lincoln Park',38.88745,-76.99925,'Hotel room',258,67,6,11,0.84,59,0.259746,3.178307,2.416383,255
'River Terrace, Benning, Greenway, Dupont Park',38.89156,-76.94586,'Entire home/apt',169,54,10,1,0.84,122,0.39911,5.577142,4.944327,91
'Edgewood, Bloomingdale, Truxton Circle, Eckington',38.91953,-77.00268,'Entire home/apt',309,46,12,5,0.84,86,0.372681,5.009162,2.00329,303
'Union Station, Stanton Park, Kingman Park',38.89937,-76.98862,'Entire home/apt',0,41,0,1,0.84,206,0.928231,4.171792,2.615254,89
'Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace',38.92816,-77.05265,'Entire home/apt',130,30,5,3,0.84,45,0.211978,5.30764,1.669856,130
'Capitol Hill, Lincoln Park',38.88172,-77.00412,'Entire home/apt',0,32,0,1,0.84,162,0.237427,2.709971,2.471707,100
'Capitol View, Marshall Heights, Benning Heights',38.89071,-76.93413,'Entire home/apt',209,11,10,2,0.84,38,0.225359,6.101398,5.564382,79
'Near Southeast, Navy Yard',38.87734,-76.99359,'Entire home/apt',242,7,7,37,0.84,121,0.50747,2.915088,3.084477,170
'Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir',38.889877,-77.086609,'Entire home/apt',9,3,3,1,0.84,95,0.034922,3.676226,2.893045,153
'Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir',38.88791,-77.08778,'Entire home/apt',257,19,1,1,0.84,114,0.160557,3.626449,3.007234,95
'Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir',38.89873,-77.08217,'Entire home/apt',109,17,8,1,0.84,37,0.626027,3.988469,2.469463,399
'Union Station, Stanton Park, Kingman Park',38.89827,-76.98612,'Entire home/apt',85,228,26,1,2.99,121,0.929764,4.197778,2.760974,101
'Historic Anacostia',38.86442,-76.98809,'Private room',0,238,0,2,2.99,59,0.39874,2.763182,3.924977,40
'Capitol Hill, Lincoln Park',38.87958,-76.98286,'Entire home/apt',325,189,31,1,2.99,-1,0.18209,3.470188,3.44023,139
'Edgewood, Bloomingdale, Truxton Circle, Eckington',38.9116,-77.01072,'Entire home/apt',264,97,48,5,2.99,140,0.51587,4.347344,1.420366,319
'Brightwood Park, Crestwood, Petworth',38.94512,-77.01696,'Entire home/apt',101,48,36,1,2.99,-1,0.632009,6.5118,2.82185,114
'Colonial Village, Shepherd Park, North Portal Estates',38.99869,-77.03213,'Entire home/apt',277,22,22,1,2.99,42,0.33182,10.119012,6.31787,119
'Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View',38.93473,-77.02848,'Private room',107,38,0,3,0.48,-1,0.325155,5.722359,1.951285,100
'Cathedral Heights, McLean Gardens, Glover Park',38.92507,-77.07374,'Entire home/apt',333,38,2,2,0.48,87,1.067703,5.385136,2.309263,1586
'Capitol Hill, Lincoln Park',38.88521,-77.00518,'Entire home/apt',149,36,20,1,0.48,248,0.009852,2.861724,2.264625,450
'Kalorama Heights, Adams Morgan, Lanier Heights',38.92202,-77.04029,'Entire home/apt',88,33,4,1,0.48,51,0.574173,4.826437,1.038244,125
'Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street',38.90418,-77.02721,'Entire home/apt',0,20,0,1,0.48,64,0.321127,3.63625,0.554235,113
